28,119
29,118
30,117
31,116
32,115
33,114
34,113
35,112
36,112
37,112
38,112
39,112
40,112
41,112
42,112
43,112
44,112
45,112
46,112
47,112
48,112
49,112
50,112
51,112
52,112
53,112
54,112
55,112
56,112
57,111
58,110
59,109
60,108
61,107
62,106
63,105
64,104
65,103
66,102
67,101
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,100
80,100
81,100
82,99
83,98
84,97
85,96
86,95
87,94
88,93
89,92
90,91
91,90
92,89
93,88
94,87
95,86
96,85
97,84
98,83
99,82
100,81
101,80
102,79
103,78
104,77
105,76
106,75
107,74
108,73
109,72
110,71
111,70
112,69
113,68
114,67
115,66
116,65
117,64
118,63
119,62
120,61
121,60
122,59
123,58
124,57
125,56
126,55
127,54
128,53
129,52
130,51
131,50
132,49
133,48
134,47
135,46
136,45
137,44
138,43
139,42
140,41
141,40
142,39
143,38
144,37
145,36
146,35
147,34
148,33
149,32
150,31
151,30
152,29
153,28
153,27
154,26
154,25
155,24
155,23
155,22
156,21
