7,137
8,136
9,135
10,134
11,133
12,132
13,131
14,130
15,129
16,128
17,127
18,127
19,127
20,127
21,127
22,127
23,127
24,127
25,127
26,127
27,127
28,127
29,127
30,127
31,127
32,127
33,127
34,127
35,127
36,126
37,125
38,124
39,123
40,122
41,121
42,120
43,119
44,118
45,117
46,116
47,115
48,114
49,113
50,112
51,111
52,110
53,109
54,108
55,107
56,106
57,105
58,104
59,103
60,102
61,101
62,100
63,99
64,98
65,97
66,96
67,95
68,94
69,93
70,92
71,91
72,90
73,89
74,88
75,87
76,86
77,85
78,84
79,83
80,82
81,82
82,82
83,82
84,82
85,82
86,82
87,82
88,82
89,82
90,82
91,82
92,82
93,82
94,82
95,82
96,82
97,82
98,82
99,82
100,82
101,82
102,82
103,82
104,82
105,82
106,82
107,82
108,82
109,82
110,82
111,82
112,82
113,82
114,82
115,82
116,82
117,82
118,82
119,82
120,82
121,82
122,82
123,82
124,82
125,82
126,82
127,82
128,82
129,82
130,82
131,82
132,82
133,82
134,82
135,82
136,82
137,82
138,82
139,82
140,82
141,82
142,82
143,82
144,82
145,82
146,82
147,82
148,82
149,82
150,82
151,81
152,81
153,81
154,81
155,81
156,81
157,80
158,80
159,80
160,79
161,79
162,78
163,78
164,77
165,76
166,75
167,74
168,73
169,72
170,71
170,70
171,69
171,68
172,67
172,66
172,65
173,64
173,63
173,62
173,61
173,60
173,59
174,58
174,57
174,56
174,55
174,54
174,53
174,52
174,51
174,50
174,49
174,48
174,47
174,46
174,45
174,44
174,43
174,42
174,41
173,40
173,39
