94,115
94,116
94,117
94,118
94,119
94,120
94,121
93,122
92,123
92,124
92,125
92,126
92,127
92,128
92,129
92,130
91,131
91,132
91,133
90,134
89,135
88,136
87,137
86,138
85,139
84,140
83,141
82,142
81,143
80,144
79,145
78,146
77,147
76,148
75,149
74,150
73,151
72,152
71,153
70,154
69,155
68,156
67,157
67,158
66,159
66,160
65,161
65,162
65,163
65,164
65,165
65,166
64,167
64,168
64,169
64,170
64,171
64,172
64,173
64,174
64,175
65,176
65,177
65,178
65,179
65,180
65,181
66,182
66,183
67,184
67,185
68,186
69,187
70,188
71,189
72,190
73,191
74,191
75,192
76,192
77,193
78,193
79,193
80,193
81,193
82,193
83,194
84,195
85,195
86,196
87,197
88,198
89,199
90,200
91,201
92,202
93,203
94,204
95,205
96,206
97,207
98,208
99,209
100,210
101,210
102,210
103,210
104,210
105,210
106,210
107,210
108,210
109,210
110,210
111,210
112,210
113,210
114,210
115,210
116,210
117,210
118,210
119,210
120,210
121,209
122,209
123,209
124,209
125,209
126,209
127,208
128,208
129,208
130,207
131,207
132,206
133,205
134,204
135,204
136,203
137,202
138,201
139,200
140,199
141,198
142,197
142,196
143,195
143,194
144,193
144,192
145,191
145,190
146,189
146,188
146,187
147,186
147,185
148,184
148,183
149,182
149,181
150,180
150,179
151,178
151,177
151,176
152,175
152,174
153,173
153,172
154,171
154,170
155,169
155,168
155,167
156,166
