164,102
164,101
164,100
164,99
164,98
163,97
163,96
162,95
162,94
161,93
160,92
159,91
158,90
157,90
156,89
155,89
154,88
153,88
152,88
151,88
150,88
149,87
148,87
147,87
146,87
145,87
144,87
143,87
142,87
141,87
140,88
139,88
138,88
137,88
136,88
135,89
134,89
133,90
132,90
131,91
130,92
129,93
128,94
127,95
126,96
125,97
124,98
123,99
122,100
121,101
120,102
119,103
118,104
117,105
116,106
115,107
114,108
113,109
112,110
111,111
110,112
109,113
108,114
107,115
106,116
105,117
104,118
103,119
102,120
101,121
100,122
99,123
98,124
97,125
96,126
95,127
94,128
93,129
92,130
91,131
90,131
89,131
88,131
87,131
86,131
85,131
84,131
83,131
82,132
81,132
80,132
79,132
78,132
77,133
76,133
75,133
74,134
73,135
72,135
71,136
70,137
69,138
68,139
68,140
67,141
67,142
67,143
66,144
66,145
66,146
66,147
66,148
65,149
65,150
65,151
65,152
65,153
65,154
65,155
65,156
65,157
65,158
65,159
65,160
65,161
65,162
65,163
65,164
65,165
65,166
65,167
65,168
65,169
65,170
65,171
65,172
65,173
65,174
66,175
66,176
66,177
66,178
66,179
66,180
66,181
66,182
66,183
66,184
66,185
66,186
66,187
66,188
66,189
66,190
66,191
66,192
66,193
66,194
66,195
66,196
66,197
66,198
67,199
